STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WIND,CEILING ,VISIBILITY,TMP,DEW,SLP (Sea Level Pressure),MD1 (Atmospheric Preassure change),SA1 (Sea Surface Temperature),REMARKS
99727199999,2014-01-01T10:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0037,1","+9999,9","10283,1","1,1,014,1,+999,0","+050,1",SYN054BATN6 46/// ///// 11037 40283 51014 91000 222// 00050=
99727199999,2014-01-01T11:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0035,1","+9999,9","10289,1","3,1,013,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11035 40289 53013 91100 222// 00052=
99727199999,2014-01-01T12:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0034,1","+9999,9","10290,1","1,1,010,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11034 40290 51010 91200 222// 00052=
99727199999,2014-01-01T13:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0034,1","+9999,9","10293,1","1,1,010,1,+999,0","+050,1",SYN054BATN6 46/// ///// 11034 40293 51010 91300 222// 00050=
99727199999,2014-01-01T14:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0022,1","+9999,9","10295,1","2,1,006,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11022 40295 52006 91400 222// 00052=
99727199999,2014-01-01T15:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0016,1","+9999,9","10300,1","3,1,010,1,+999,0","+055,1",SYN054BATN6 46/// ///// 11016 40300 53010 91500 222// 00055=
99727199999,2014-01-01T16:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0013,1","+9999,9","10294,1","9,0,000,1,+999,0","+054,1",SYN054BATN6 46/// ///// 11013 40294 50000 91600 222// 00054=
99727199999,2014-01-01T17:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","10286,1","8,1,009,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11010 40286 58009 91700 222// 00051=
99727199999,2014-01-01T18:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0004,1","+9999,9","10280,1","7,1,020,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11004 40280 57020 91800 222// 00051=
99727199999,2014-01-01T19:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0002,1","+9999,9","10275,1","6,1,019,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11002 40275 56019 91900 222// 00051=
99727199999,2014-01-01T20:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0000,1","+9999,9","10270,1","6,1,016,1,+999,0","+051,1",SYN054BATN6 46/// ///// 10000 40270 56016 92000 222// 00051=
99727199999,2014-01-01T21:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0001,1","+9999,9","10271,1","6,1,009,1,+999,0","+050,1",SYN054BATN6 46/// ///// 10001 40271 56009 92100 222// 00050=
99727199999,2014-01-01T22:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","10266,1","7,1,009,1,+999,0","+051,1",SYN054BATN6 46/// ///// 10004 40266 57009 92200 222// 00051=
99727199999,2014-01-01T23:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0005,1","+9999,9","10269,1","5,1,000,1,+999,0","+052,1",SYN054BATN6 46/// ///// 10005 40269 55000 92300 222// 00052=
99727199999,2014-01-02T00:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0008,1","+9999,9","10266,1","6,1,005,1,+999,0","+053,1",SYN054BATN6 46/// ///// 10008 40266 56005 90000 222// 00053=
99727199999,2014-01-02T01:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0011,1","+9999,9","10265,1","9,0,000,1,+999,0","+054,1",SYN054BATN6 46/// ///// 10011 40265 50000 90100 222// 00054=
99727199999,2014-01-02T02:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0007,1","+9999,9","10258,1","8,1,011,1,+999,0","+054,1",SYN054BATN6 46/// ///// 10007 40258 58011 90200 222// 00054=
99727199999,2014-01-02T03:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0005,1","+9999,9","10252,1","8,1,014,1,+999,0","+055,1",SYN054BATN6 46/// ///// 10005 40252 58014 90300 222// 00055=
99727199999,2014-01-02T04:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0005,1","+9999,9","10247,1","6,1,018,1,+999,0","+055,1",SYN054BATN6 46/// ///// 10005 40247 56018 90400 222// 00055=
99727199999,2014-01-02T05:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","10241,1","7,1,017,1,+999,0","+055,1",SYN054BATN6 46/// ///// 10004 40241 57017 90500 222// 00055=
99727199999,2014-01-02T06:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0006,1","+9999,9","10231,1","8,1,021,1,+999,0","+053,1",SYN054BATN6 46/// ///// 10006 40231 58021 90600 222// 00053=
99727199999,2014-01-02T07:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0007,1","+9999,9","10224,1","8,1,023,1,+999,0","+053,1",SYN054BATN6 46/// ///// 10007 40224 58023 90700 222// 00053=
99727199999,2014-01-02T08:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0006,1","+9999,9","10215,1","6,1,026,1,+999,0","+052,1",SYN054BATN6 46/// ///// 10006 40215 56026 90800 222// 00052=
99727199999,2014-01-02T09:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0003,1","+9999,9","10207,1","8,1,024,1,+999,0","+049,1",SYN054BATN6 46/// ///// 11003 40207 58024 90900 222// 00049=
99727199999,2014-01-02T10:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","10200,1","6,1,024,1,+999,0","+050,1",SYN054BATN6 46/// ///// 11011 40200 56024 91000 222// 00050=
99727199999,2014-01-02T11:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0018,1","+9999,9","10192,1","7,1,023,1,+999,0","+049,1",SYN054BATN6 46/// ///// 11018 40192 57023 91100 222// 00049=
99727199999,2014-01-02T12:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0020,1","+9999,9","10190,1","6,1,017,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11020 40190 56017 91200 222// 00051=
99727199999,2014-01-02T13:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0020,1","+9999,9","10186,1","6,1,014,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11020 40186 56014 91300 222// 00051=
99727199999,2014-01-02T14:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0022,1","+9999,9","10185,1","7,1,007,1,+999,0","+054,1",SYN054BATN6 46/// ///// 11022 40185 57007 91400 222// 00054=
99727199999,2014-01-02T15:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0023,1","+9999,9","10176,1","8,1,014,1,+999,0","+056,1",SYN054BATN6 46/// ///// 11023 40176 58014 91500 222// 00056=
99727199999,2014-01-02T16:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0023,1","+9999,9","10160,1","8,1,026,1,+999,0","+057,1",SYN054BATN6 46/// ///// 11023 40160 58026 91600 222// 00057=
99727199999,2014-01-02T17:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0023,1","+9999,9","10139,1","8,1,046,1,+999,0","+054,1",SYN054BATN6 46/// ///// 11023 40139 58046 91700 222// 00054=
99727199999,2014-01-02T18:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","10131,1","6,1,045,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11025 40131 56045 91800 222// 00052=
99727199999,2014-01-02T19:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0028,1","+9999,9","10113,1","6,1,047,1,+999,0","+053,1",SYN054BATN6 46/// ///// 11028 40113 56047 91900 222// 00053=
99727199999,2014-01-02T20:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0027,1","+9999,9","10109,1","6,1,030,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11027 40109 56030 92000 222// 00052=
99727199999,2014-01-02T21:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","10103,1","6,1,028,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11025 40103 56028 92100 222// 00052=
99727199999,2014-01-02T22:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0025,1","+9999,9","10094,1","8,1,019,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11025 40094 58019 92200 222// 00051=
99727199999,2014-01-02T23:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0028,1","+9999,9","10087,1","8,1,022,1,+999,0","+050,1",SYN054BATN6 46/// ///// 11028 40087 58022 92300 222// 00050=
99727199999,2014-01-03T00:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0034,1","+9999,9","10077,1","8,1,026,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11034 40077 58026 90000 222// 00051=
99727199999,2014-01-03T01:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0041,1","+9999,9","10065,1","8,1,029,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11041 40065 58029 90100 222// 00052=
99727199999,2014-01-03T02:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0050,1","+9999,9","10057,1","6,1,030,1,+999,0","+051,1",SYN054BATN6 46/// ///// 11050 40057 56030 90200 222// 00051=
99727199999,2014-01-03T03:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0054,1","+9999,9","10054,1","6,1,023,1,+999,0","+053,1",SYN054BATN6 46/// ///// 11054 40054 56023 90300 222// 00053=
99727199999,2014-01-03T04:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0059,1","+9999,9","10048,1","6,1,017,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11059 40048 56017 90400 222// 00052=
99727199999,2014-01-03T05:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0067,1","+9999,9","10044,1","8,1,013,1,+999,0","+052,1",SYN054BATN6 46/// ///// 11067 40044 58013 90500 222// 00052=
99727199999,2014-01-03T06:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0092,1","+9999,9","10038,1","7,1,016,1,+999,0","+050,1",SYN054BATN6 46/// ///// 11092 40038 57016 90600 222// 00050=
99727199999,2014-01-03T07:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0110,1","+9999,9","10042,1","5,1,006,1,+999,0","+048,1",SYN054BATN6 46/// ///// 11110 40042 55006 90700 222// 00048=
99727199999,2014-01-03T08:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0114,1","+9999,9","10044,1","5,1,000,1,+999,0","+048,1",SYN054BATN6 46/// ///// 11114 40044 55000 90800 222// 00048=
99727199999,2014-01-03T09:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0112,1","+9999,9","10055,1","3,1,017,1,+999,0","+046,1",SYN054BATN6 46/// ///// 11112 40055 53017 90900 222// 00046=
99727199999,2014-01-03T10:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0109,1","+9999,9","10072,1","3,1,030,1,+999,0","+047,1",SYN054BATN6 46/// ///// 11109 40072 53030 91000 222// 00047=
99727199999,2014-01-03T11:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0106,1","+9999,9","10085,1","3,1,041,1,+999,0","+044,1",SYN054BATN6 46/// ///// 11106 40085 53041 91100 222// 00044=
99727199999,2014-01-03T12:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0110,1","+9999,9","10104,1","3,1,049,1,+999,0","+045,1",SYN054BATN6 46/// ///// 11110 40104 53049 91200 222// 00045=
99727199999,2014-01-03T13:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0115,1","+9999,9","10128,1","3,1,056,1,+999,0","+046,1",SYN054BATN6 46/// ///// 11115 40128 53056 91300 222// 00046=
99727199999,2014-01-03T14:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0115,1","+9999,9","10148,1","3,1,063,1,+999,0","+046,1",SYN054BATN6 46/// ///// 11115 40148 53063 91400 222// 00046=
99727199999,2014-01-03T15:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0110,1","+9999,9","10165,1","1,1,061,1,+999,0","+045,1",SYN054BATN6 46/// ///// 11110 40165 51061 91500 222// 00045=
99727199999,2014-01-03T16:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0091,1","+9999,9","10171,1","1,1,043,1,+999,0","+045,1",SYN054BATN6 46/// ///// 11091 40171 51043 91600 222// 00045=
99727199999,2014-01-03T17:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0092,1","+9999,9","10181,1","1,1,033,1,+999,0","+046,1",SYN054BATN6 46/// ///// 11092 40181 51033 91700 222// 00046=
99727199999,2014-01-03T18:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0081,1","+9999,9","10193,1","3,1,028,1,+999,0","+046,1",SYN054BATN6 46/// ///// 11081 40193 53028 91800 222// 00046=
99727199999,2014-01-03T19:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0088,1","+9999,9","10210,1","3,1,039,1,+999,0","+046,1",SYN054BATN6 46/// ///// 11088 40210 53039 91900 222// 00046=
99727199999,2014-01-03T20:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0086,1","+9999,9","10226,1","3,1,045,1,+999,0","+045,1",SYN054BATN6 46/// ///// 11086 40226 53045 92000 222// 00045=
99727199999,2014-01-03T21:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0088,1","+9999,9","10241,1","1,1,048,1,+999,0","+043,1",SYN054BATN6 46/// ///// 11088 40241 51048 92100 222// 00043=
99727199999,2014-01-03T22:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0094,1","+9999,9","10259,1","3,1,049,1,+999,0","+045,1",SYN054BATN6 46/// ///// 11094 40259 53049 92200 222// 00045=
99727199999,2014-01-03T23:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0102,1","+9999,9","10278,1","3,1,052,1,+999,0","+042,1",SYN054BATN6 46/// ///// 11102 40278 53052 92300 222// 00042=
99727199999,2014-01-04T00:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0104,1","+9999,9","10295,1","1,1,054,1,+999,0","+042,1",SYN054BATN6 46/// ///// 11104 40295 51054 90000 222// 00042=
99727199999,2014-01-04T01:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0111,1","+9999,9","10309,1","1,1,050,1,+999,0","+043,1",SYN054BATN6 46/// ///// 11111 40309 51050 90100 222// 00043=
99727199999,2014-01-04T02:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0115,1","+9999,9","10316,1","1,1,038,1,+999,0","+043,1",SYN054BATN6 46/// ///// 11115 40316 51038 90200 222// 00043=
99727199999,2014-01-04T03:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10321,1","1,1,026,1,+999,0","+044,1",SYN054BATN6 46/// ///// 1//// 40321 51026 90300 222// 00044=
99727199999,2014-01-04T04:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0117,1","+9999,9","10318,1","9,0,009,1,+999,0","+044,1",SYN054BATN6 46/// ///// 11117 40318 50009 90400 222// 00044=
99727199999,2014-01-04T05:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0121,1","+9999,9","10319,1","1,1,003,1,+999,0","+043,1",SYN054BATN6 46/// ///// 11121 40319 51003 90500 222// 00043=
99727199999,2014-01-04T06:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0125,1","+9999,9","10316,1","7,1,005,1,+999,0","+043,1",SYN054BATN6 46/// ///// 11125 40316 57005 90600 222// 00043=
99727199999,2014-01-04T07:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0125,1","+9999,9","10325,1","3,1,007,1,+999,0","+044,1",SYN054BATN6 46/// ///// 11125 40325 53007 90700 222// 00044=
99727199999,2014-01-04T08:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0122,1","+9999,9","10322,1","2,1,003,1,+999,0","+040,1",SYN054BATN6 46/// ///// 11122 40322 52003 90800 222// 00040=
99727199999,2014-01-04T09:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0120,1","+9999,9","10324,1","1,1,008,1,+999,0","+040,1",SYN054BATN6 46/// ///// 11120 40324 51008 90900 222// 00040=
99727199999,2014-01-04T10:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0115,1","+9999,9","10324,1","5,1,000,1,+999,0","+039,1",SYN054BATN6 46/// ///// 11115 40324 55000 91000 222// 00039=
99727199999,2014-01-04T11:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0113,1","+9999,9","10328,1","3,1,006,1,+999,0","+037,1",SYN054BATN6 46/// ///// 11113 40328 53006 91100 222// 00037=
99727199999,2014-01-04T12:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0120,1","+9999,9","10341,1","3,1,017,1,+999,0","+040,1",SYN054BATN6 46/// ///// 11120 40341 53017 91200 222// 00040=
99727199999,2014-01-04T13:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0111,1","+9999,9","10338,1","9,0,014,1,+999,0","+041,1",SYN054BATN6 46/// ///// 11111 40338 50014 91300 222// 00041=
99727199999,2014-01-04T14:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0107,1","+9999,9","10340,1","1,1,012,1,+999,0","+039,1",SYN054BATN6 46/// ///// 11107 40340 51012 91400 222// 00039=
99727199999,2014-01-04T15:00:00,4,40.701,-74.014,10,"THE BATTERY, NY US",FM-13,99999,V020,"999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0096,1","+9999,9","10340,1","5,1,000,1,+999,0","+040,1",SYN054BATN6 46/// ///// 11096 40340 55000 91500 222// 00040=
